ip_address,country_name,abuse_score,attack_categories,total_reports,isp,is_tor,last_reported_at
193.176.31.246,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",1695,Infrawatch Limited,False,2026-07-31
185.2.80.253,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",1193,WorldStream B.V.,False,2026-07-31
207.154.221.67,Germany,100,"DNS Compromise, DDoS Attack, Phishing, Fraud VoIP, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",166,"DigitalOcean, LLC",False,2026-07-31
69.5.169.18,Germany,100,"FTP Brute-Force, Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3806,Infrawatch Limited,False,2026-07-31
164.90.233.45,Germany,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",196,"DigitalOcean, LLC",False,2026-07-31
94.154.43.140,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3685,Storm Industries LLC,False,2026-07-31
20.203.133.142,Switzerland,100,"DDoS Attack, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",991,Microsoft Corporation,False,2026-07-31
193.124.20.252,Germany,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",6428,Infrawatch Limited,False,2026-07-31
194.156.249.154,Ukraine,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1580,Scientific-Production Enterprise Information Technologies Ltd,False,2026-07-31
31.14.254.65,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Web App Attack",1092,Infrawatch Limited,False,2026-07-31
69.5.169.41,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",4106,Infrawatch Limited,False,2026-07-31
31.14.32.7,Netherlands,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",16606,NewVM B.V.,False,2026-07-31
51.68.120.86,France,100,"Port Scan, Brute-Force, Web App Attack, SSH Abuse",85,OVH SAS,False,2026-07-31
69.5.169.193,Germany,100,"DDoS Attack, Open Proxy, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, IoT Targeted",4135,Infrawatch Limited,False,2026-07-31
213.209.159.227,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",24982,Feo Prest SRL,False,2026-07-31
176.65.148.243,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",7809,Pfcloud UG,False,2026-07-31
45.156.87.147,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",6732,TechTies Inc.,False,2026-07-31
4.225.166.222,Sweden,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",441,Microsoft Corporation,False,2026-07-31
89.37.172.157,United Kingdom,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",3246,Infrawatch Limited,False,2026-07-31
91.239.211.68,Germany,100,"DNS Compromise, DNS Poisoning, DDoS Attack, FTP Brute-Force, Ping of Death, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",464,Fabian Hars,False,2026-07-31
93.152.221.50,Germany,100,"DDoS Attack, Open Proxy, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",313,TechTies Inc.,False,2026-07-31
87.236.176.20,United Kingdom,100,"DDoS Attack, FTP Brute-Force, Email Spam, VPN IP, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1288,Driftnet Ltd,False,2026-07-31
45.8.148.151,Germany,100,"Web Spam, Hacking, Brute-Force, Bad Web Bot, Web App Attack",1208,Contabo GmbH,False,2026-07-31
45.67.216.83,France,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",352,Contabo GmbH,False,2026-07-31
93.94.141.115,Bulgaria,100,"Brute-Force, SSH Abuse",9630,Bulgartel AD,False,2026-07-31
51.68.107.144,France,100,"DDoS Attack, Open Proxy, Web Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",1396,OVH SAS,False,2026-07-31
195.178.110.100,Andorra,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",2070,TECHOFF SRV LIMITED,False,2026-07-31
194.187.176.244,Germany,100,"DDoS Attack, Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",578,Alpha Strike Labs GmbH,False,2026-07-31
157.230.18.133,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",6304,"DigitalOcean, LLC",False,2026-07-31
195.178.110.30,Andorra,100,"Port Scan, Brute-Force, SSH Abuse",356730,TECHOFF SRV LIMITED,False,2026-07-31
69.5.169.17,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3499,Infrawatch Limited,False,2026-07-31
192.248.150.180,United Kingdom,100,"DDoS Attack, Open Proxy, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",5567,"The Constant Company, LLC.",False,2026-07-31
167.71.73.30,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",22,"DigitalOcean, LLC",False,2026-07-31
81.57.15.243,Italy,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",8527,Iliad / Free SAS,False,2026-07-31
185.223.235.45,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2206,Infrawatch Limited,False,2026-07-31
45.154.244.149,Netherlands,100,"Port Scan, Brute-Force, Web App Attack, SSH Abuse",2509,Shereverov Marat Ahmedovich,False,2026-07-31
195.182.16.23,Germany,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",4684,Amarutu Technology Ltd,False,2026-07-31
74.248.96.101,Poland,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Open Proxy, Web Spam, VPN IP, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1075,Microsoft Corporation,False,2026-07-31
45.198.224.240,Sweden,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",3632,VPSVAULT.HOST LTD,False,2026-07-31
51.159.95.78,France,100,"FTP Brute-Force, Fraud VoIP, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",440,Scaleway,False,2026-07-31
51.68.107.148,France,100,"DDoS Attack, Open Proxy, Web Spam, Email Spam, VPN IP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",1444,OVH SAS,False,2026-07-31
79.104.0.82,Russia,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",20424,PJSC Vimpelcom,False,2026-07-31
193.163.187.130,Albania,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",220,MyTv-Alb SH.P.K.,False,2026-07-31
5.252.83.34,United Kingdom,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",267,Internet Utilities Europe and Asia Limited,False,2026-07-31
167.71.72.95,Netherlands,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",1978,"DigitalOcean, LLC",False,2026-07-31
45.153.34.235,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",11081,TechTies Inc.,False,2026-07-31
20.100.169.221,Norway,100,"DDoS Attack, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",32,Microsoft Corporation,False,2026-07-31
87.106.29.151,France,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",9155,IONOS SE,False,2026-07-31
87.236.176.33,United Kingdom,100,"DDoS Attack, Fraud VoIP, Email Spam, VPN IP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1359,Driftnet Ltd,False,2026-07-31
158.158.76.106,Spain,100,"DDoS Attack, Web Spam, Blog Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",695,Microsoft Singapore Pte. Ltd.,False,2026-07-31
69.5.169.59,Germany,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3572,Infrawatch Limited,False,2026-07-31
164.92.140.160,Germany,100,"DDoS Attack, Hacking, Brute-Force, Exploited Host, SSH Abuse",5553,"DigitalOcean, LLC",False,2026-07-31
90.84.168.147,France,100,"Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1666,OBS OCB HONEY,False,2026-07-31
194.88.98.115,Germany,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",3495,Infrawatch Limited,False,2026-07-31
91.225.163.226,Ukraine,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",238,SPD Chernega Aleksandr Anatolevich,False,2026-07-31
31.76.11.83,Germany,100,"Port Scan, Hacking, Brute-Force, SSH Abuse",1480,play2go.cloud - Cheap and reliable hosting,False,2026-07-31
104.28.211.187,France,100,"DNS Compromise, DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1144,"Cloudflare, Inc.",False,2026-07-31
77.239.124.247,Netherlands,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, SSH Abuse",1041,RocketCloud,False,2026-07-31
51.91.96.79,France,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",915,OVH SAS,False,2026-07-31
152.53.225.147,Germany,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",50,netcup GmbH,False,2026-07-31
185.216.145.179,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2963,Infrawatch Limited,False,2026-07-31
69.5.169.99,Germany,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",3631,Infrawatch Limited,False,2026-07-31
193.163.125.160,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",11160,Driftnet Ltd,False,2026-07-31
83.97.78.224,Finland,100,"Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1287,DGTL TECH UK LLP,False,2026-07-31
4.184.246.230,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",8624,Microsoft Corporation,False,2026-07-31
193.163.125.164,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",11242,Driftnet Ltd,False,2026-07-31
195.206.182.214,United Kingdom,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2914,Infrawatch Limited,False,2026-07-31
45.198.224.60,Sweden,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, IoT Targeted",2091,VPSVAULT.HOST LTD,False,2026-07-31
90.162.116.66,Spain,100,"Phishing, Web Spam, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",3309,Orange Espagne SA,False,2026-07-31
165.154.174.27,United Kingdom,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",8796,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,False,2026-07-31
213.67.210.12,Sweden,100,"DDoS Attack, FTP Brute-Force, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1972,Telia Network services,False,2026-07-31
213.166.84.61,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2918,Infrawatch Limited,False,2026-07-31
193.163.125.87,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",11740,Driftnet Ltd,False,2026-07-31
87.236.176.29,United Kingdom,100,"DDoS Attack, Email Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1407,Driftnet Ltd,False,2026-07-31
185.216.145.164,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3639,Infrawatch Limited,False,2026-07-31
109.247.190.45,Norway,100,"Port Scan, Hacking, Brute-Force, Exploited Host",343,Lyse Tele AS,False,2026-07-31
45.156.128.57,Netherlands,100,"DDoS Attack, Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",4708,INAP-AMS-1,False,2026-07-31
91.92.40.37,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",4114,TechTies Inc.,False,2026-07-31
64.89.161.91,Luxembourg,100,"Open Proxy, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2121,Ghosty Networks LLC,False,2026-07-31
78.128.113.46,Bulgaria,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",16703,Lir.bg EOOD,False,2026-07-31
20.52.146.24,Germany,100,"DDoS Attack, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",29,Microsoft Corporation,False,2026-07-31
171.25.158.87,Sweden,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3882,Vaxjo NET C2IP,False,2026-07-31
193.163.125.55,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",11389,Driftnet Ltd,False,2026-07-31
69.5.169.44,Germany,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3436,Infrawatch Limited,False,2026-07-31
193.32.162.76,Netherlands,100,"Email Spam, Hacking, Brute-Force",945,UNMANAGED LTD,False,2026-07-31
141.98.86.147,Finland,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Ping of Death, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",1097,Baykov Ilya Sergeevich,False,2026-07-31
20.54.134.42,Netherlands,100,"Web Spam, Email Spam, Blog Spam, VPN IP, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",444,Microsoft Corporation,False,2026-07-31
194.187.176.112,Germany,100,"DDoS Attack, Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",719,Alpha Strike Labs GmbH,False,2026-07-31
91.92.47.35,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",2794,TechTies Inc.,False,2026-07-31
46.163.144.31,Russia,100,"Port Scan, Brute-Force, SSH Abuse",4404,INSYS LLC,False,2026-07-31
69.5.169.220,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3606,Infrawatch Limited,False,2026-07-31
160.119.76.122,Netherlands,100,"DDoS Attack, Email Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",78,HostUS Solutions LLC,False,2026-07-31
195.178.110.227,Andorra,100,"DDoS Attack, FTP Brute-Force, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",21556,TECHOFF SRV LIMITED,False,2026-07-31
194.187.176.30,Germany,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",580,Alpha Strike Labs GmbH,False,2026-07-31
51.75.141.245,France,100,"Port Scan, Hacking, Brute-Force, SSH Abuse",8739,OVH SAS,False,2026-07-31
8.209.96.179,Germany,100,"Web Spam, Port Scan, Hacking, SQL Injection, Spoofing, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",6358,Alibaba Cloud (Singapore) Private Limited,False,2026-07-31
194.187.176.129,Germany,100,"Fraud VoIP, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",585,Alpha Strike Labs GmbH,False,2026-07-31
207.154.230.149,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",8160,"DigitalOcean, LLC",False,2026-07-31
69.5.169.24,Germany,100,"Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",3422,Infrawatch Limited,False,2026-07-31
95.90.13.168,Germany,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",25384,Vodafone GmbH,False,2026-07-31
176.65.149.30,Netherlands,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, SSH Abuse",12538,Pfcloud UG,False,2026-07-31
195.96.139.10,United Kingdom,100,"DDoS Attack, Phishing, Email Spam, VPN IP, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",256,Driftnet Ltd,False,2026-07-31
104.251.181.37,Switzerland,100,"FTP Brute-Force, Web Spam, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",697,SKN Subnet & Telecom Ltd,False,2026-07-31
194.102.73.93,Romania,100,"Port Scan, Hacking, Brute-Force, SSH Abuse, IoT Targeted",2351,Universitatea de Stiinte Agricole si Medicina Veterinara Cluj-Napoca,False,2026-07-31
193.163.125.152,United Kingdom,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",11153,Driftnet Ltd,False,2026-07-31
154.16.44.10,United Kingdom,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",835,Digital Energy Technologies Limited,False,2026-07-31
78.67.25.51,Sweden,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",98,Telia Network Services,False,2026-07-31
154.16.44.34,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",199,Digital Energy Technologies Limited,False,2026-07-31
152.53.111.131,Austria,100,"Web Spam, Blog Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2461,Anexia Holding GmbH,False,2026-07-31
78.153.140.40,United Kingdom,100,"DNS Compromise, DDoS Attack, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2834,HOSTGLOBAL.PLUS LTD,False,2026-07-31
193.124.20.247,Germany,100,"DDoS Attack, Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",6590,Infrawatch Limited,False,2026-07-31
86.54.31.36,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host",25821,Black HOST Ltd.,False,2026-07-31
159.89.109.165,Germany,100,"Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",1369,"DigitalOcean, LLC",False,2026-07-31
89.21.67.184,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, SSH Abuse",2780,Infrawatch Limited,False,2026-07-31
43.157.95.131,Germany,100,"DDoS Attack, Web Spam, Email Spam, VPN IP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack",2256,"Asia Pacific Network Information Center, Pty. Ltd.",False,2026-07-31
185.216.145.185,United Kingdom,100,"DDoS Attack, Ping of Death, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",2709,Infrawatch Limited,False,2026-07-31
185.223.235.5,Netherlands,100,"Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",2034,Infrawatch Limited,False,2026-07-31
141.95.54.130,Germany,100,"Brute-Force, Web App Attack, SSH Abuse",1132,OVH GmbH,False,2026-07-31
81.16.152.2,Austria,100,"Port Scan, Hacking, Brute-Force, Exploited Host",1776,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,False,2026-07-31
138.124.30.187,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, SSH Abuse",2828,Plant Holding GmbH,False,2026-07-31
91.92.40.36,Netherlands,100,"DNS Compromise, DNS Poisoning, DDoS Attack, Ping of Death, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",4261,TechTies Inc.,False,2026-07-31
5.182.209.113,Netherlands,100,"DDoS Attack, Phishing, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",9955,SpectraIP B.V.,False,2026-07-31
87.236.176.13,United Kingdom,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1356,Driftnet Ltd,False,2026-07-31
64.89.163.131,Germany,100,"DDoS Attack, Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, IoT Targeted",3679,Meowcore Softworks LLC,False,2026-07-31
165.232.117.238,Germany,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",2353,"DigitalOcean, LLC",False,2026-07-31
188.255.156.80,Serbia,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",100,Orion Telekom Tim d.o.o.Beograd,False,2026-07-31
130.12.180.126,Netherlands,100,"Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",442,Virtualine Technologies,False,2026-07-31
81.171.72.93,Germany,100,"DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1410,Eweka Internet Services B.V.,False,2026-07-31
194.88.98.87,Germany,100,"Fraud VoIP, Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, IoT Targeted",7521,Infrawatch Limited,False,2026-07-31
20.100.187.246,Norway,100,"Fraud Orders, DDoS Attack, FTP Brute-Force, Phishing, Web Spam, Email Spam, Blog Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",208,Microsoft Corporation,False,2026-07-31
43.165.62.10,Germany,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse",5215,ACEVILLE PTE.LTD.,False,2026-07-31
185.93.89.154,Netherlands,100,"Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, SSH Abuse",3947,Limited Network LTD,False,2026-07-31
193.176.31.211,Netherlands,100,"Email Spam, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, IoT Targeted",2309,Infrawatch Limited,False,2026-07-31
161.35.23.211,Germany,100,"DDoS Attack, FTP Brute-Force, Open Proxy, Email Spam, Blog Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",194,"DigitalOcean, LLC",False,2026-07-31
193.163.125.59,United Kingdom,100,"Port Scan, Hacking, SQL Injection, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",11317,Driftnet Ltd,False,2026-07-31
171.25.158.24,Sweden,100,"Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",9285,Vaxjo NET C2IP,False,2026-07-31
64.188.83.244,Germany,100,"FTP Brute-Force, Port Scan, Hacking, Brute-Force, Web App Attack, SSH Abuse",8713,1Cent Host,False,2026-07-31
45.135.141.7,United Kingdom,100,"Brute-Force, SSH Abuse",2217,OFFICE LIMITED,False,2026-07-31
193.163.125.229,United Kingdom,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",10305,Driftnet Ltd,False,2026-07-31
185.247.137.5,United Kingdom,100,"Phishing, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",1401,Driftnet Ltd,False,2026-07-31
45.135.141.11,United Kingdom,100,"Brute-Force, SSH Abuse",1537,OFFICE LIMITED,False,2026-07-31
91.92.240.219,Germany,100,"DDoS Attack, Web Spam, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",367,OMEGATECH,False,2026-07-31
94.154.43.87,Netherlands,100,"Port Scan, Hacking, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse",1158,Storm Industries LLC,False,2026-07-31
45.198.224.15,Sweden,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack",4010,VPSVAULT.HOST LTD,False,2026-07-31
176.215.66.179,Russia,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",114,JSC ER-Telecom Holding Saint-Petersburg branch,False,2026-07-31
8.211.26.207,Germany,100,"Fraud VoIP, Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",901,Alibaba Cloud (Singapore) Private Limited,False,2026-07-31
141.98.11.11,Lithuania,100,"DDoS Attack, Port Scan, Hacking, SQL Injection, Brute-Force, Bad Web Bot, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",10381,UAB Host Baltic,False,2026-07-31
46.253.45.10,Spain,100,"DDoS Attack, Ping of Death, Web Spam, Email Spam, Port Scan, Hacking, Brute-Force, Bad Web Bot, Web App Attack, SSH Abuse, IoT Targeted",29692,"Anxanet Operadors de Xarxes, S.L.",False,2026-07-31
185.242.226.93,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, IoT Targeted",6215,HostUS Solutions LLC,False,2026-07-31
82.193.122.91,Ukraine,100,"DDoS Attack, Email Spam, Port Scan, Hacking, Spoofing, Brute-Force, Exploited Host, Web App Attack, SSH Abuse, IoT Targeted",5966,Industrial Media Network LLC,False,2026-07-31
69.5.169.79,Germany,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",3712,Infrawatch Limited,False,2026-07-31
185.223.235.34,Netherlands,100,"Port Scan, Hacking, Brute-Force, Exploited Host, Web App Attack, SSH Abuse",2708,Infrawatch Limited,False,2026-07-31
